1 73950
2 17391
4 9216
12 4776
14 18771
15 36
16 16222
18 9364
19 19
20 13476
22 6091
23 15
24 5216
26 4389
27 9
28 1131
30 3243
31 8
32 266
34 2529
35 8
36 55
37 1156
38 2064
39 8
40 6
41 3
42 1672
43 6
45 1
46 1400
47 5
49 1
50 1195
51 4
54 1037
55 3
58 895
59 3
62 792
63 3
